,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
3585,28,management,single,tertiary,0,293.77723042618067,1,0,cellular,363.0827475505249,1,278,3,success,1,,0.0,1.0,1.0,0.0,,2046.5728741561018,1843.3564117250503,11903.287773355145,19233.81957365196,-1059.983744537902,6.26728502047262,,58969.10561752323,4385.148695078711,10.702228399170416
3672,30,technician,,,0,35.63982930753016,1,0,cellular,173.5120520700972,1,424,8,success,1,1.0,0.0,1.0,1.0,0.0,1.0,4580.588688894953,,17407.24666184853,3635.143341681194,967.9504971279109,37.71341852421106,,63146.317686182134,2042.655287168677,
3720,35,management,married,secondary,0,,1,0,cellular,340.448133501915,2,415,1,failure,1,1.0,1.0,0.0,1.0,0.0,1.0,191.80786611279538,-18.34853732937833,13456.571787312412,4529.438164810128,1230.2726792190467,6.003007586632618,,55785.87888178736,2341.8969013178385,10.595980408700836
3803,29,student,single,,0,1467.4131639401148,1,0,cellular,313.2682336687209,1,446,2,success,1,1.0,0.0,0.0,1.0,0.0,1.0,,1457.3834630937617,,8299.534928407138,1282.2203058644038,15.071788035441749,,85633.97950575204,5694.210929340996,34.30532218545341
3836,34,management,single,tertiary,0,435.5279676449415,1,0,cellular,286.186336342776,1,174,15,failure,1,1.0,0.0,1.0,1.0,0.0,1.0,3290.3400453974095,,7445.738304462518,8607.218518989917,1820.1428986921833,13.30457504130321,,47730.392514517276,,17.153383481710208
3911,33,admin.,single,tertiary,0,331.4997668546996,1,0,cellular,348.3109250260764,2,92,3,success,1,1.0,0.0,1.0,1.0,0.0,,4123.818014777251,3888.4453466715227,13055.042430351588,10893.05449060076,1918.9188989193162,7.76656321959301,,65194.99738706355,3633.3177903133087,2.4031667136167165
4053,34,technician,married,secondary,0,,1,0,cellular,255.6089021131018,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,,,3225.746325710753,11618.215460760193,2299.2570549520196,6.9867326168518655,,80314.63163109965,-790.5338949529323,26.573904921090033
4153,24,services,single,,1,-69.30812647666048,1,0,unknown,1050.968051002944,1,-1,0,unknown,1,1.0,0.0,,1.0,0.0,1.0,4672.109095041806,,7204.739998275307,-300.2761149169837,1323.677626118685,22.102345453183283,,101884.77344476532,3179.4582348893023,41.008090654847834
4158,32,management,,tertiary,0,669.3079723619053,1,0,unknown,1079.355673851457,5,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,,,9079.193343424811,,-581.9080501170763,14.052439123993729,,78912.70665771794,3820.531490793689,53.022926641239344
4287,34,management,married,tertiary,0,3376.7961291539073,1,0,cellular,182.09103328851435,5,92,6,success,1,1.0,0.0,0.0,1.0,0.0,1.0,,,16789.932655382217,9843.98640228235,945.4477892214221,15.788071014852589,,76777.97059285923,,-7.8714843779080645
4347,38,admin.,divorced,secondary,0,42.03950420044062,1,0,cellular,1193.4533915832158,3,251,2,success,1,0.0,1.0,0.0,1.0,0.0,1.0,968.4195746490049,914.9474641171595,17342.348900875742,8050.154976544898,1109.9216216281334,23.15796548461027,,18833.361507403228,1202.6336133627078,12.322478321098446
4356,40,unemployed,married,secondary,0,2019.5897082583379,1,0,unknown,636.6994457641401,6,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,,2836.4506086401625,16098.993895798349,6039.532691709457,2104.96479939097,34.523084240253795,,76979.31044050743,3639.313883889187,15.400419572607618
4357,33,admin.,divorced,secondary,0,353.54462599036066,1,0,cellular,790.971837216998,1,-1,0,unknown,1,1.0,0.0,1.0,1.0,0.0,1.0,,,10089.882532378499,24963.7987643579,317.0243087918328,25.1187585666106,,124224.09314600099,3636.3083993573787,14.333594937343651
4418,58,services,married,primary,0,2995.423050977071,1,0,cellular,470.1300062671579,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,2674.940675368144,,7308.697567216352,136.07260624763694,,40.410575616890085,,36759.692404105146,2961.5367318047256,6.037015344288363
4447,33,management,married,tertiary,0,327.50048836183413,1,0,unknown,816.0203182312836,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,4217.465310888522,4120.138629227272,6659.299370650005,,1666.5217172160321,5.389671757616446,,31453.444216639946,3300.0325574556073,10.373283575145301
4448,45,blue-collar,married,primary,0,164.90602965194995,1,0,unknown,490.4990303946669,5,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,3961.6231560891224,3782.1912080164193,4763.300465509637,12632.718064644196,2154.4124025876968,,,53989.692417671366,3927.068643463331,16.739864604360758
4470,46,admin.,married,,0,720.9364127464555,1,0,telephone,1167.923397953705,11,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,,1551.2791696233433,15387.831799567666,5767.208504743266,1519.401657814631,,,88594.94753076923,3795.7608497637025,21.541908031377183
4498,36,management,,,0,,1,0,cellular,349.6235917398445,1,181,2,other,1,0.0,1.0,0.0,1.0,0.0,1.0,3107.3913491050707,2930.437369122114,7345.308341250677,11124.87319326643,2809.0824601360628,26.791190565511307,,74693.01378431107,1007.9782218232008,
4501,35,admin.,,secondary,0,1238.1241546902656,1,0,cellular,195.89198225808775,1,-1,0,unknown,1,,0.0,0.0,1.0,0.0,1.0,5096.594684353704,,14470.377991763002,8350.23130377798,933.3866074545065,10.929347335738301,,46640.5222188587,608.2769793510365,14.448957446460934
4578,40,management,married,tertiary,0,3477.17940855956,1,0,telephone,187.7178008705531,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,5215.558781367098,5043.656830043622,,10439.933896091228,2159.1175221783496,,,58992.27491163864,8011.960570637346,10.646370461925612
4656,60,retired,married,tertiary,0,2664.5937685928425,1,0,cellular,427.1590566079873,1,-1,0,unknown,1,,0.0,0.0,1.0,0.0,1.0,4208.593984397469,3938.9335492228424,18389.196490709703,10050.131593237322,1845.8166295151016,20.35593326978887,,89037.09148966942,6839.584572856176,18.92060915128852
4738,40,blue-collar,,primary,0,65.24918371837899,1,0,cellular,1046.7710480016663,9,-1,0,unknown,1,1.0,0.0,0.0,,0.0,,2798.848420626454,2545.3003436461936,9097.801581316857,65.34217194650228,,,,78833.3529474014,216.61224789193284,21.407274520540316
4751,32,blue-collar,married,secondary,0,952.5065322611354,1,0,cellular,191.1701436182709,1,99,5,success,1,1.0,,0.0,1.0,0.0,1.0,,717.563950191244,15986.469642106991,-1222.1732016373717,681.6040127778456,17.788899005999678,,128008.55514664341,3900.435484075691,2.275576499813848
4790,26,management,,tertiary,0,,1,0,cellular,985.433435922046,2,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,2379.162599826551,2223.1414602865084,12534.804623282082,13931.468506451594,1510.6281048912074,41.72244724430101,,88159.22704871406,4254.874165506221,18.85842326105233
4805,39,entrepreneur,married,primary,0,509.5401170548146,1,0,unknown,172.62458040637668,1,-1,0,unknown,1,,0.0,0.0,1.0,0.0,1.0,,,7139.6621412770555,2583.009544977309,935.6360395681982,33.81212046802696,,69899.88204807362,4502.674470320969,7.467201251183743
4819,35,technician,,secondary,0,258.2118630934205,1,0,cellular,288.2496461133469,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,3063.696165160805,2972.721223558119,18661.90168742318,8827.309207458966,2211.3369093102056,36.41199632841237,,77212.33572316855,3280.7908728947004,20.96868238561145
4833,31,management,,secondary,0,,1,0,cellular,325.60697045608634,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,3435.7918857021564,3164.444895498313,9358.381333941492,9116.44710268012,3998.8194067207924,29.66729548389331,,50228.442654364524,1146.2561215827513,37.55638348664941
4837,39,unemployed,married,primary,0,7049.5273878091075,1,0,cellular,450.3080104887464,2,184,3,success,1,1.0,0.0,1.0,1.0,0.0,1.0,3034.722207463644,2881.341673751378,15549.67951598289,6871.2989994142,2116.2723812585673,39.70309971879947,,32622.355957076925,2635.159187273805,14.909732332332503
4841,45,unemployed,married,secondary,0,926.2662458662754,1,0,unknown,141.6437400058673,1,-1,0,unknown,1,1.0,0.0,0.0,1.0,0.0,1.0,-374.5995848330515,-502.73419939787794,,,2962.0609536640736,5.5533841468463585,,64814.79970069254,,9.244266533775884
4907,34,technician,single,,0,2783.0311934811925,1,0,cellular,852.7417038217111,1,-1,0,unknown,1,1.0,1.0,0.0,1.0,0.0,1.0,4944.969679945019,4781.346671153726,13494.22369847345,16672.67184807738,867.9821320224898,10.41749903436815,,73735.70922666989,3268.746232079509,31.08929353194118
5036,41,self-employed,,secondary,1,,1,0,cellular,819.9940913829217,1,-1,0,unknown,1,1.0,,0.0,1.0,0.0,1.0,4242.211926584015,4076.7229215095927,6228.761212913225,4204.459145662582,2506.4652964193147,36.71602242926471,,20932.075298170843,2463.257391758847,
5061,34,admin.,married,secondary,0,1452.0497312113894,1,0,cellular,93.6046815891331,2,85,1,success,1,1.0,0.0,0.0,1.0,0.0,1.0,,2674.4130397815957,9350.883836265106,6125.647308851381,1944.107790739354,13.196423980050636,,45374.01897620053,2736.6487474259634,24.490679602534584
5073,30,management,single,,0,182.55657424303647,1,0,cellular,394.43688867890086,3,-1,0,unknown,1,1.0,0.0,1.0,1.0,0.0,1.0,5035.220764498047,4911.621733724568,8068.480212258158,6372.627709278431,260.8421081567029,62.58931702735436,,49660.83474878889,5037.104949535764,13.355376454252925
5079,42,blue-collar,married,secondary,0,452.9167459986418,1,0,cellular,359.0800746646442,1,106,1,failure,1,,0.0,0.0,1.0,0.0,1.0,4063.583411177386,,16029.97546790852,19177.47853864083,845.9315755722217,38.80093510863957,,67437.98727039999,5461.11639990945,38.20353386052534
5149,45,blue-collar,married,,0,1543.5669048168454,1,0,cellular,205.67272376715596,1,197,1,success,1,1.0,0.0,1.0,1.0,0.0,1.0,1150.510476001249,833.5778451208472,5095.434068844777,3223.6085030280265,,47.868397776370465,,52706.95035176937,637.793654456354,4.067059286737379
5221,32,self-employed,,tertiary,0,694.2020968669626,1,0,cellular,328.72562901863483,1,-1,0,unknown,1,1.0,1.0,0.0,1.0,0.0,1.0,6609.822463912026,6368.333893764631,6287.53156492144,17454.700675172986,401.907308284386,,,72462.70788964801,,-16.004102078314638
5241,35,admin.,married,secondary,0,2400.276001386745,1,0,cellular,787.2287031269951,2,183,5,success,1,1.0,0.0,1.0,1.0,0.0,1.0,,2580.7171120382136,7754.853160164256,4995.737806438841,1094.514538757644,40.06078874398793,,62747.14289421575,1418.4000924496645,18.54886742430846
5299,29,self-employed,single,secondary,0,1056.7116663588033,1,0,cellular,298.72368470529074,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,4704.1680982717535,,,-1156.2111278956163,2652.269750082518,38.703987286396256,,89689.17025639061,5447.4444239202185,15.722953024543063
5303,33,technician,married,,0,2410.218962923545,1,0,cellular,289.42029492943203,4,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,1043.5624237962365,798.4124262899844,15638.136023341043,3334.1698557443196,1602.2344583115873,3.4353260008043875,,12087.305530514204,2881.2641949030017,16.42240728476979
5318,35,blue-collar,single,secondary,0,-388.53031787525293,1,0,unknown,505.38579104683924,1,-1,0,unknown,0,1.0,,0.0,1.0,0.0,,2298.170479440463,2004.4090480121972,5159.70577113692,7058.389598103052,1035.7538944930866,9.406053513629079,,106399.48986520192,5897.978808316471,32.646330996884316
5334,56,unemployed,married,,0,695.6725743602983,1,0,unknown,88.08557745231182,3,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,3355.4181855217666,3054.987492404235,8703.97216405512,16415.009157713845,2532.110656820355,12.194462608456147,,99694.87236398208,2044.8382906865581,33.937827440951146
5352,33,blue-collar,married,primary,0,984.7799998255698,1,0,unknown,275.9329302251139,2,-1,0,unknown,0,1.0,0.0,,1.0,0.0,1.0,950.5993969555166,727.8362946736354,8877.447004645466,9798.951210651743,883.4372271981933,8.464035804231715,,78209.0499990657,,-3.225571438560202
5355,37,technician,married,secondary,0,33.53910659608273,1,0,cellular,165.98416593074245,1,105,2,failure,0,1.0,0.0,0.0,1.0,0.0,1.0,3312.136290157715,2943.550891099856,8265.215410123037,,-429.0869126514772,51.30713001325107,,76983.35521157226,302.6071064055154,14.34590992212751
5379,38,blue-collar,married,primary,0,267.07606609458537,1,0,unknown,283.0026135141254,1,-1,0,unknown,0,1.0,,0.0,1.0,0.0,,,3278.666039701963,11655.58068897746,8511.697893074877,1650.4828262341564,50.48702855334461,,39355.8904227219,5605.07107297236,23.967027093428303
5421,52,management,divorced,tertiary,0,,1,0,cellular,161.64648393309676,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,4765.820190689594,4629.869863509029,4089.7133761025084,6102.564034206678,1640.0350132634337,15.812777304812542,,64610.621843777786,,8.478027361023045
5510,39,admin.,single,secondary,0,2754.445306460236,1,0,cellular,161.74234486788166,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,1387.2737630970805,1300.7544430684818,13399.960064944597,4877.833837179831,,,,81788.87701478787,29.687097349091346,31.953043487282976
5523,41,services,married,secondary,0,,1,0,cellular,295.5381379185296,2,351,2,failure,0,1.0,0.0,0.0,1.0,0.0,1.0,3217.924866852738,,,1622.4274257658944,-1664.6339533797036,6.5049846288647775,,68674.86924100967,1815.077429693461,16.446970822582635
5529,43,management,,,0,,1,0,cellular,118.69368927688764,5,401,1,failure,0,1.0,0.0,0.0,1.0,,1.0,,4773.363711319632,12886.3399911535,986.2319312046011,847.1689225842288,23.605186636457002,,89436.98149976504,-1609.8158755402765,18.01020579917687
5540,42,blue-collar,married,secondary,0,683.0454848190362,1,0,cellular,280.1359011823402,2,-1,0,unknown,0,,0.0,0.0,1.0,0.0,1.0,3736.749798548485,3667.098281655021,10563.121184666947,9308.470986717015,2127.338822190928,57.23818907273833,,62659.89108193651,2936.365654602417,15.393464480504926
5541,45,housemaid,married,primary,0,370.37463227242586,1,0,cellular,368.0689670707838,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,3823.9127036766054,,11209.891983290066,6093.106602111311,1268.3887297507335,0.6056164752094624,,62261.02768144456,3224.9754848283915,
5550,32,housemaid,married,primary,0,-125.35765498984549,1,0,cellular,150.8543075915596,2,197,1,failure,0,1.0,0.0,0.0,1.0,0.0,1.0,5097.247058184429,4983.025531091884,11355.921874385745,,1117.077520457579,-18.09261265830535,,38501.49511131232,3576.156334010301,29.062254794411032
5577,52,management,married,tertiary,0,,1,0,unknown,283.7677921836343,2,-1,0,unknown,0,,0.0,0.0,1.0,0.0,,2848.9403657356966,2553.5647620218906,12829.709003520988,5344.067541979081,1935.6784422679375,53.39297134999121,,47127.90493093409,5996.2163671540675,18.77482373956702
5602,31,blue-collar,single,secondary,0,1247.97071538134,1,0,cellular,204.64963822226858,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,4523.4839930340995,,5643.321170167298,1181.4013920938269,1310.7164848471816,36.18475423367688,,107753.53849715239,2398.0476920893234,33.94180986107689
5635,50,blue-collar,single,,0,1817.223677510158,1,0,unknown,92.64612087765606,5,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,2233.854932585243,2096.7059295623544,,14511.507922219662,2121.625375156319,16.698297495929314,,66734.15546012615,4614.911834010541,-7.837077259296489
5642,36,blue-collar,married,secondary,0,620.36716067039,1,0,unknown,225.41650672567508,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,4446.987308089429,4247.323847643177,16226.865389055243,11687.975516752136,-271.06557672719896,40.334127712870824,,32016.057961970975,3624.4773780259998,17.08390555921357
5647,30,admin.,divorced,primary,0,1076.2003507857798,1,0,unknown,78.68600919456418,5,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,1055.8431445049966,856.2590943737439,9478.368987761261,7483.918921441175,880.1676727430697,21.306971933452665,,71160.75486852025,2613.356719051992,11.124031424766429
5654,49,services,married,secondary,0,-313.3040606577066,1,0,cellular,213.7786473039499,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,1160.5437698561848,891.1559669312469,7112.646300877304,1247.2835224988085,2130.7038007536867,22.85871483524448,,54623.89649433076,-1153.6040438471082,45.47160465485869
5668,49,blue-collar,divorced,primary,0,,1,0,cellular,488.14414653896415,2,-1,0,unknown,0,1.0,1.0,1.0,1.0,0.0,1.0,1863.9254535781572,1686.9793894917348,14072.610360154607,10596.74119780723,923.2230998764846,44.91720293280781,,-25505.40265193653,4895.002334691351,17.35129623054388
5694,48,management,divorced,unknown,0,583.8807815257305,1,0,unknown,485.2865198055635,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,850.7228969115167,623.8744147092028,1680.5266214169292,20807.309353475983,-501.483818891448,13.23101528018602,,73435.86639230688,1992.052101715365,25.714629567218633
5703,32,blue-collar,single,primary,0,1968.5386767495247,1,0,cellular,308.8952882147273,1,172,1,failure,0,1.0,0.0,0.0,1.0,0.0,1.0,2097.824583209491,1865.464239429567,8488.815350022354,7553.015507760877,1590.216327166958,22.26584466992026,,16524.434071048607,3035.911783301653,
5731,53,admin.,married,primary,0,239.8861767084356,1,0,unknown,136.3001503524524,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,4351.647839710575,4222.733154902259,12403.777541892634,,721.2926292127827,,,76197.00376717477,459.07844722904065,7.7477076407920595
5733,39,technician,single,secondary,0,614.48986601433,1,0,unknown,347.9574960754533,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,1430.3089196218123,1308.4626852098163,10335.984086542774,1462.7899693911395,1388.2003635064923,18.674354345525,,33084.619227145726,3565.9910676220034,21.18588139323582
5830,33,blue-collar,,secondary,0,,1,0,unknown,255.10710927128355,3,-1,0,unknown,0,1.0,,0.0,1.0,0.0,1.0,1683.8928007724655,1429.7557717844613,6786.687348208119,10716.281733418178,593.0508116669902,,,19166.915108991685,3216.0616346246907,28.905287280434532
5836,45,management,married,secondary,0,5938.882528569123,1,0,unknown,85.23956980511372,5,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,,2105.353366225246,,7676.272675613494,6938.380656647769,1418.314075240714,11.65821882183965,,73841.5662275066,3058.8352379415314,18.564226732759522
5856,37,blue-collar,married,primary,0,-150.04379387887172,1,0,unknown,200.0691787579438,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,3510.55976658657,3323.1754914457674,4281.699060314892,9254.073680420217,457.24008249698,38.21920022532316,,18162.57457230884,2730.4137414085526,18.561948813555073
5895,28,blue-collar,married,primary,0,26.476548722577036,1,0,unknown,390.1200552260084,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,,3903.7772053162516,3702.229377433508,7927.704891518228,13931.063853314841,1276.3014596712983,24.271719446261397,,47492.42230264064,5098.436581505135,44.00619086966035
5905,31,self-employed,married,secondary,0,,1,0,unknown,320.39877838931034,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,3659.449329329895,3451.811940988833,10991.944013942833,14248.637806262857,1570.8450322177907,,,65722.56705779256,4932.441725156683,-1.8450950658220435
5912,51,management,,,0,1273.7775055756247,1,0,cellular,158.67761525093977,1,-1,0,unknown,0,1.0,0.0,0.0,,0.0,1.0,3026.78773726303,2897.6911949984747,18508.467338152637,5793.006791804679,2060.8586613904827,22.347356032509403,,77142.51064758548,4451.833705041642,7.291703328051186
5957,48,management,,tertiary,0,1550.6323626851108,1,0,unknown,72.27293465155067,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,1.0,7731.952899509898,7538.631267490758,12391.316939515174,5767.611913940241,117.37974535093508,24.68866553206515,,80856.76702033824,9642.15751234073,8.11499761162408
5975,34,management,,tertiary,0,,1,0,cellular,212.7203221330974,1,294,1,failure,0,0.0,1.0,0.0,1.0,0.0,1.0,2581.992075316753,,10141.099644427442,9900.289949232045,227.5690391224698,4.398792227283664,,58984.123920496335,1799.5493392453702,17.50925817179357
5989,52,management,,tertiary,0,1357.6144745339836,1,0,cellular,131.52225351371916,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,1.0,2236.6405630600466,,12467.052937600052,9860.615576790202,2354.120590264147,24.478835617170713,,36692.930264716706,2240.9649689322405,28.024409496773337
